url地址,作品名,作品类型,观看人数,点赞数,评论数,作者,头像
https://img.zhisheji.com/lty3QeGJw4wdEfEjJQAev9MhSbFz?imageMogr2/thumbnail/750x/crop/!320x200a227a351,中策集团威狮品牌首页/详情页设计,详情页-汽车用品,8376,138,15,点奥文化,https://www.zhisheji.com/uc_server/data/avatar/000/10/51/21_avatar_small.jpg?time=1565914391
https://img.zhisheji.com/lkhd0VV4otcXAkk8GFFNItxyiawb?imageMogr2/thumbnail/750x/crop/!750x469a0a0,胖哥俩中秋月饼 x INLIGHT 中秋 月饼 礼盒,摄影-产品,5068,49,20,IN LIGHT摄影,https://www.zhisheji.com/uc_server/data/avatar/000/42/44/25_avatar_small.jpg?time=1551436668
https://img.zhisheji.com/lp9quA8XNmIFNdr3OblCIPgzAEGM?imageMogr2/thumbnail/750x/crop/!750x469a0a527,小刀一多品牌策划设计分享,首页/专题-户外运动,5007,48,26,青火chenxiao,https://www.zhisheji.com/uc_server/data/avatar/000/12/26/27_avatar_small.jpg?time=1550130564
https://img.zhisheji.com/FkUWfE98sp_w-Ou1kKfjYTIZGvKd?imageMogr2/thumbnail/750x/crop/!750x469a0a181,重庆禁烟海报,平面-海报,8882,229,35,学啊兵,https://www.zhisheji.com/uc_server/data/avatar/000/37/96/61_avatar_small.jpg?time=1531187096
https://img.zhisheji.com/lsKijIYXr_97yKhoSLXfuIdOOfSh?imageMogr2/thumbnail/750x/crop/!750x469a0a218,JZ形象拍摄  I  外景大片,摄影-时尚,3840,38,7,HOPE  STUD,https://www.zhisheji.com/uc_server/data/avatar/000/55/27/20_avatar_small.jpg?time=1594173005
https://img.zhisheji.com/Fsh44mjYqMML4_XqDpcg1koJ56ih?imageMogr2/thumbnail/750x/crop/!664x415a44a4,【怪兽来了】零食品牌全案策划设计落地,首页/专题-汇吃美食,7874,104,22,潜云设计团队,https://www.zhisheji.com/uc_server/data/avatar/000/01/49/11_avatar_small.jpg?time=1540896852
https://img.zhisheji.com/FrqmVLSjYZMpEEHYv7iu5DCraxEf?imageMogr2/thumbnail/750x/crop/!520x325a120a69,斯科/杂集/手写字型,平面-字体设计,3270,24,8,斯科字作,https://www.zhisheji.com/uc_server/data/avatar/000/23/22/23_avatar_small.jpg?time=1495468530
https://img.zhisheji.com/Fkr-cFTkX0V6gmj1c3hW0VosbaBt?imageMogr2/quality/100/sharpen/1/thumbnail/290x/crop/!290x180,高德地图/打卡邂逅我的城,平面-字体设计,5202,41,11,设计师田寒冰,https://www.zhisheji.com/uc_server/data/avatar/000/38/55/69_avatar_small.jpg?time=1533085051
https://img.zhisheji.com/ljOI4rHPq83MzIddW94WX_hZVhxa?imageMogr2/thumbnail/750x/crop/!547x342a118a77,近期项目整理,首页/专题-护肤彩妆,9244,234,43,赵子云,https://www.zhisheji.com/uc_server/data/avatar/000/36/86/56_avatar_small.jpg?time=1550454691
https://img.zhisheji.com/Fg80YAHn1JTLSMobT-eKFqcYWnTp?imageMogr2/quality/100/sharpen/1/thumbnail/290x/crop/!290x180,《 Lydia-莉迪亚 》,平面-吉祥物,4818,61,19,涅磐创设,https://www.zhisheji.com/uc_server/data/avatar/000/35/77/23_avatar_small.jpg?time=1574774654
https://img.zhisheji.com/FnRf0KaNKANDPOTPOOJj3PVZm-Po?imageMogr2/thumbnail/750x/crop/!568x355a92a161,韩国影视剧海报字体的中文版设计Vol.3,平面-字体设计,6997,79,24,PONY小天马,https://www.zhisheji.com/uc_server/data/avatar/000/51/98/23_avatar_small.jpg?time=1579148406
